Country,Code,Year,Aquaculture (tonnes),Fisheries (tonnes),Consumption (kg per capita),Artisanal,Industrial,Recreational,Subsistence,Stocks_within,Stocks_overexploited,p_increase_aqua,p_increase_fish,p_increase_consumption,p_increase_artisanal,p_increase_industrial,p_increase_recreational,p_increase_subsistence,p_increase_share_within,p_increase_share_over
Central African Republic,CAF,1975,5,8044,4.44,,,,,,,,-32.31%,-29.75%,,,,,,
Central African Republic,CAF,1976,15,10465,5.72,,,,,,,200.00%,30.10%,28.83%,,,,,,
Central African Republic,CAF,1977,30,13000,6.72,,,,,,,100.00%,24.22%,17.48%,,,,,,
Central African Republic,CAF,1978,47,13000,6.3,,,,,,,56.67%,0.00%,-6.25%,,,,,,
Central African Republic,CAF,1979,64,13000,6.04,,,,,,,36.17%,0.00%,-4.13%,,,,,,
Central African Republic,CAF,1980,80,13000,6.03,,,,,,,25.00%,0.00%,-0.17%,,,,,,
Central African Republic,CAF,1981,94,13000,5.61,,,,,,,17.50%,0.00%,-6.97%,,,,,,
Central African Republic,CAF,1982,111,13000,5.44,,,,,,,18.09%,0.00%,-3.03%,,,,,,
Central African Republic,CAF,1983,128,13000,5.49,,,,,,,15.32%,0.00%,0.92%,,,,,,
Central African Republic,CAF,1984,309,13000,5.27,,,,,,,141.41%,0.00%,-4.01%,,,,,,
Central African Republic,CAF,1985,288,13000,5.49,,,,,,,-6.80%,0.00%,4.17%,,,,,,
Central African Republic,CAF,1986,193,13000,5.49,,,,,,,-32.99%,0.00%,0.00%,,,,,,
Central African Republic,CAF,1987,88,13000,5.35,,,,,,,-54.40%,0.00%,-2.55%,,,,,,
Central African Republic,CAF,1988,79,13000,5.26,,,,,,,-10.23%,0.00%,-1.68%,,,,,,
Central African Republic,CAF,1989,82,13000,5.2,,,,,,,3.80%,0.00%,-1.14%,,,,,,
Central African Republic,CAF,1990,105,13000,5.08,,,,,,,28.05%,0.00%,-2.31%,,,,,,
Central African Republic,CAF,1991,105,13500,4.76,,,,,,,0.00%,3.85%,-6.30%,,,,,,
Central African Republic,CAF,1992,338,13000,4.56,,,,,,,221.90%,-3.70%,-4.20%,,,,,,
Central African Republic,CAF,1993,301,13250,4.59,,,,,,,-10.95%,1.92%,0.66%,,,,,,
Central African Republic,CAF,1994,255,13500,4.49,,,,,,,-15.28%,1.89%,-2.18%,,,,,,
Central African Republic,CAF,1995,210,13750,4.39,,,,,,,-17.65%,1.85%,-2.23%,,,,,,
Central African Republic,CAF,1996,150,14000,4.31,,,,,,,-28.57%,1.82%,-1.82%,,,,,,
Central African Republic,CAF,1997,80,14250,4.41,,,,,,,-46.67%,1.79%,2.32%,,,,,,
Central African Republic,CAF,1998,80,14500,4.29,,,,,,,0.00%,1.75%,-2.72%,,,,,,
Central African Republic,CAF,1999,117,15000,4.5,,,,,,,46.25%,3.45%,4.90%,,,,,,
Central African Republic,CAF,2000,120,15000,4.34,,,,,,,2.56%,0.00%,-3.56%,,,,,,
Central African Republic,CAF,2001,125,17000,4.82,,,,,,,4.17%,13.33%,11.06%,,,,,,
Central African Republic,CAF,2002,125,19000,5.25,,,,,,,0.00%,11.76%,8.92%,,,,,,
Central African Republic,CAF,2003,125,21000,6,,,,,,,0.00%,10.53%,14.29%,,,,,,
Central African Republic,CAF,2004,125,23000,6.44,,,,,,,0.00%,9.52%,7.33%,,,,,,
Central African Republic,CAF,2005,125,25000,6.88,,,,,,,0.00%,8.70%,6.83%,,,,,,
Central African Republic,CAF,2006,140,27000,7.21,,,,,,,12.00%,8.00%,4.80%,,,,,,
Central African Republic,CAF,2007,140,29000,7.94,,,,,,,0.00%,7.41%,10.12%,,,,,,
Central African Republic,CAF,2008,140,31000,8.18,,,,,,,0.00%,6.90%,3.02%,,,,,,
Central African Republic,CAF,2009,140,33000,8.76,,,,,,,0.00%,6.45%,7.09%,,,,,,
Central African Republic,CAF,2010,170,35000,9.52,,,,,,,21.43%,6.06%,8.68%,,,,,,
Central African Republic,CAF,2011,170,35000,9.28,,,,,,,0.00%,0.00%,-2.52%,,,,,,
Central African Republic,CAF,2012,182,32000,8.51,,,,,,,7.06%,-8.57%,-8.30%,,,,,,
Central African Republic,CAF,2013,180,30000,7.77,,,,,,,-1.10%,-6.25%,-8.70%,,,,,,
Central African Republic,CAF,2014,180,29000,8.02,,,,,,,0.00%,-3.33%,3.22%,,,,,,
Central African Republic,CAF,2015,180,28000,7.93,,,,,,,0.00%,-3.45%,-1.12%,,,,,,
Central African Republic,CAF,2016,190,29000,7.83,,,,,,,5.56%,3.57%,-1.26%,,,,,,
Central African Republic,CAF,2017,190,29000,7.73,,,,,,,0.00%,0.00%,-1.28%,,,,,,
Chad,TCD,2008,30,85000,3.7,,,,,,,,,,,,,,,
Chad,TCD,2009,30,88000,3.61,,,,,,,0.00%,3.53%,-2.43%,,,,,,
Chad,TCD,2010,30,91000,4.33,,,,,,,0.00%,3.41%,19.94%,,,,,,
Chad,TCD,2011,30,95000,5.03,,,,,,,0.00%,4.40%,16.17%,,,,,,
Chad,TCD,2012,30,1.00E+05,4.88,,,,,,,0.00%,5.26%,-2.98%,,,,,,
Chad,TCD,2013,60,120000,4.74,,,,,,,100.00%,20.00%,-2.87%,,,,,,
Chad,TCD,2014,60,120020,8.93,,,,,,,0.00%,0.02%,88.40%,,,,,,
Chad,TCD,2015,154,1.00E+05,7.14,,,,,,,156.67%,-16.68%,-20.04%,,,,,,
Chad,TCD,2016,94,110000,7.6,,,,,,,-38.96%,10.00%,6.44%,,,,,,
Chad,TCD,2017,450,107045,7.18,,,,,,,378.72%,-2.69%,-5.53%,,,,,,
Chile,CHL,1961,80,443159,9.84,,,,,,,,,,,,,,,
Chile,CHL,1962,90,645892,11.28,,,,,,,12.50%,45.75%,14.63%,,,,,,
Chile,CHL,1963,100,775331,14.35,,,,,,,11.11%,20.04%,27.22%,,,,,,
Chile,CHL,1964,110,1177517,13.88,,,,,,,10.00%,51.87%,-3.28%,,,,,,
Chile,CHL,1965,120,730505,13.03,,,,,,,9.09%,-37.96%,-6.12%,,,,,,
Chile,CHL,1966,230,1405728,14,,,,,,,91.67%,92.43%,7.44%,,,,,,
Chile,CHL,1967,144,1086064,13.74,,,,,,,-37.39%,-22.74%,-1.86%,,,,,,
Chile,CHL,1968,183,1392529,13.79,,,,,,,27.08%,28.22%,0.36%,,,,,,
Chile,CHL,1969,201,1110145,11.59,,,,,,,9.84%,-20.28%,-15.95%,,,,,,
Chile,CHL,1970,183,1230576,14.54,,,,,,,-8.96%,10.85%,25.45%,,,,,,
Chile,CHL,1971,212,1516403,11.91,,,,,,,15.85%,23.23%,-18.09%,,,,,,
Chile,CHL,1972,258,821074,15.6,,,,,,,21.70%,-45.85%,30.98%,,,,,,
Chile,CHL,1973,370,694346,15.61,,,,,,,43.41%,-15.43%,0.06%,,,,,,
Chile,CHL,1974,443,1171690,13.2,,,,,,,19.73%,68.75%,-15.44%,,,,,,
Chile,CHL,1975,543,970116,12.08,,,,,,,22.57%,-17.20%,-8.48%,,,,,,
Chile,CHL,1976,736,1442532,12.01,,,,,,,35.54%,48.70%,-0.58%,,,,,,
Chile,CHL,1977,818,1378213,14.47,,,,,,,11.14%,-4.46%,20.48%,,,,,,
Chile,CHL,1978,1093,2001804,16.75,,,,,,,33.62%,45.25%,15.76%,,,,,,
Chile,CHL,1979,1514,2704733,16.59,,,,,,,38.52%,35.11%,-0.96%,,,,,,
Chile,CHL,1980,2088,2897821,15.87,,,,,,,37.91%,7.14%,-4.34%,,,,,,
Chile,CHL,1981,2789,3502061,16.58,,,,,,,33.57%,20.85%,4.47%,,,,,,
Chile,CHL,1982,5316,3841473,13.79,,,,,,,90.61%,9.69%,-16.83%,,,,,,
Chile,CHL,1983,1972,4165537,15.14,,,,,,,-62.90%,8.44%,9.79%,,,,,,
Chile,CHL,1984,8611,4665417,13.99,,,,,,,336.66%,12.00%,-7.60%,,,,,,
Chile,CHL,1985,7497,4979368,16.47,,,,,,,-12.94%,6.73%,17.73%,,,,,,
Chile,CHL,1986,9941,5685596,15,,,,,,,32.60%,14.18%,-8.93%,,,,,,
Chile,CHL,1987,13936,4917724,15.94,,,,,,,40.19%,-13.51%,6.27%,,,,,,
Chile,CHL,1988,32349,5344086,16.09,,,,,,,132.13%,8.67%,0.94%,,,,,,
Chile,CHL,1989,51510,6581968,17.48,,,,,,,59.23%,23.16%,8.64%,,,,,,
Chile,CHL,1990,70464,5354529,17.78,,,,,,,36.80%,-18.65%,1.72%,,,,,,
Chile,CHL,1991,105258,6061055,16.81,,,,,,,49.38%,13.19%,-5.46%,,,,,,
Chile,CHL,1992,116281,6511083,17,,,,,,,10.47%,7.42%,1.13%,,,,,,
Chile,CHL,1993,135090,6056674,17.59,,,,,,,16.18%,-6.98%,3.47%,,,,,,
Chile,CHL,1994,183747,7837699,17.66,,,,,,,36.02%,29.41%,0.40%,,,,,,
Chile,CHL,1995,206266,7684846,16.37,,,,,,,12.26%,-1.95%,-7.30%,,,,,,
Chile,CHL,1996,323115,6909727,16.53,,,,,,,56.65%,-10.09%,0.98%,,,,,,
Chile,CHL,1997,375113,5990612,14.77,,,,,,,16.09%,-13.30%,-10.65%,,,,,,
Chile,CHL,1998,361430,3463178,12.98,,,,,,,-3.65%,-42.19%,-12.12%,,,,,,
Chile,CHL,1999,305494,5281824,12.6,,,,,,,-15.48%,52.51%,-2.93%,,,,,,
Chile,CHL,2000,425058,4547594,11.54,,,,,,,39.14%,-13.90%,-8.41%,,,,,,
Chile,CHL,2001,631634,4031799,12.12,,,,,,,48.60%,-11.34%,5.03%,,,,,,
Chile,CHL,2002,617303,4515437,12.48,,,,,,,-2.27%,12.00%,2.97%,,,,,,
Chile,CHL,2003,607338,3921103,14.68,,,,,,,-1.61%,-13.16%,17.63%,,,,,,
Chile,CHL,2004,696157,5317386,16.01,,,,,,,14.62%,35.61%,9.06%,,,,,,
Chile,CHL,2005,739368,4738169,15.18,,,,,,,6.21%,-10.89%,-5.18%,,,,,,
Chile,CHL,2006,832329,4461870,14.89,,,,,,,12.57%,-5.83%,-1.91%,,,,,,
Chile,CHL,2007,806166,4132856,14.8,,,,,,,-3.14%,-7.37%,-0.60%,,,,,,
Chile,CHL,2008,870845,3939379,15.17,,,,,,,8.02%,-4.68%,2.50%,,,,,,
Chile,CHL,2009,881084,3821819,14.2,,,,,,,1.18%,-2.98%,-6.39%,,,,,,
Chile,CHL,2010,713241,3048316,13.44,,,,,,,-19.05%,-20.24%,-5.35%,,,,,,
Chile,CHL,2011,969539,3466961,13.81,,,,,,,35.93%,13.73%,2.75%,,,,,,
Chile,CHL,2012,1075547,3008915,12.7,,,,,,,10.93%,-13.21%,-8.04%,,,,,,
Chile,CHL,2013,1045718,2288885,12.49,,,,,,,-2.77%,-23.93%,-1.65%,,,,,,
Chile,CHL,2014,1227359,2592790,12.68,,,,,,,17.37%,13.28%,1.52%,,,,,,
Chile,CHL,2015,1057742,2131953,11.44,,,,,,,-13.82%,-17.77%,-9.78%,,,,,,
Chile,CHL,2016,1050117,1826937,11.25,,,,,,,-0.72%,-14.31%,-1.66%,,,,,,
Chile,CHL,2017,1219747.125,2334421,11.78,,,,,,,16.15%,27.78%,4.71%,,,,,,
Chi,CHN,1961,777762,2395838,4.29,,,,,,,,,,,,,,,
Chi,CHN,1962,741121,2539279,4.38,,,,,,,-4.71%,5.99%,2.10%,,,,,,
Chi,CHN,1963,856931,2491069,4.31,,,,,,,15.63%,-1.90%,-1.60%,,,,,,
Chi,CHN,1964,1017083,2466117,4.1,,,,,,,18.69%,-1.00%,-4.87%,,,,,,
Chi,CHN,1965,1159540,2530460,4.3,,,,,,,14.01%,2.61%,4.88%,,,,,,
Chi,CHN,1966,1320775,2504425,4.19,,,,,,,13.91%,-1.03%,-2.56%,,,,,,
Chi,CHN,1967,1315911,2509289,4.09,,,,,,,-0.37%,0.19%,-2.39%,,,,,,
Chi,CHN,1968,1306208,2625692,4.13,,,,,,,-0.74%,4.64%,0.98%,,,,,,
Chi,CHN,1969,1513849,2553251,3.98,,,,,,,15.90%,-2.76%,-3.63%,,,,,,
Chi,CHN,1970,1480670,2490020,3.8,,,,,,,-2.19%,-2.48%,-4.52%,,,,,,
Chi,CHN,1971,1790968,2703602,4.08,,,,,,,20.96%,8.58%,7.37%,,,,,,
Chi,CHN,1972,1987611,3008671,4.36,,,,,,,10.98%,11.28%,6.86%,,,,,,
Chi,CHN,1973,1823366,3099216,4.31,,,,,,,-8.26%,3.01%,-1.15%,,,,,,
Chi,CHN,1974,1975622,3384961,4.67,,,,,,,8.35%,9.22%,8.35%,,,,,,
Chi,CHN,1975,2157727,3496766,4.81,,,,,,,9.22%,3.30%,3.00%,,,,,,
Chi,CHN,1976,2106125,3597449,4.87,,,,,,,-2.39%,2.88%,1.25%,,,,,,
Chi,CHN,1977,2788044,3623109,4.99,,,,,,,32.38%,0.71%,2.46%,,,,,,
Chi,CHN,1978,2987334,3451288,4.72,,,,,,,7.15%,-4.74%,-5.41%,,,,,,
Chi,CHN,1979,2901626,3071706,4.25,,,,,,,-2.87%,-11.00%,-9.96%,,,,,,
Chi,CHN,1980,3105342,3146970,4.39,,,,,,,7.02%,2.45%,3.29%,,,,,,
Chi,CHN,1981,3033775,3140232,4.46,,,,,,,-2.30%,-0.21%,1.59%,,,,,,
Chi,CHN,1982,3258008,3508610,4.98,,,,,,,7.39%,11.73%,11.66%,,,,,,
Chi,CHN,1983,3657489,3670055,5.09,,,,,,,12.26%,4.60%,2.21%,,,,,,
Chi,CHN,1984,4271240,3940713,5.73,,,,,,,16.78%,7.37%,12.57%,,,,,,
Chi,CHN,1985,5026016,4210121,6.54,,,,,,,17.67%,6.84%,14.14%,,,,,,
Chi,CHN,1986,5606227,4810254,7.7,,,,,,,11.54%,14.25%,17.74%,,,,,,
Chi,CHN,1987,6325967,5407952,8.81,,,,,,,12.84%,12.43%,14.42%,,,,,,
Chi,CHN,1988,7376299,5812730,9.61,,,,,,,16.60%,7.48%,9.08%,,,,,,
Chi,CHN,1989,8101298,6224910,10.03,,,,,,,9.83%,7.09%,4.37%,,,,,,
Chi,CHN,1990,8392965,6714530,10.44,,,,,,,3.60%,7.87%,4.09%,,,,,,
Chi,CHN,1991,9695110,7452199,10.76,,,,,,,15.51%,10.99%,3.07%,,,,,,
Chi,CHN,1992,12185159,8422552,12.12,,,,,,,25.68%,13.02%,12.64%,,,,,,
Chi,CHN,1993,15221669,9475687,14.32,,,,,,,24.92%,12.50%,18.15%,,,,,,
Chi,CHN,1994,18213586,11017836,17.23,,,,,,,19.66%,16.27%,20.32%,,,,,,
Chi,CHN,1995,21152498,12712706,20.26,,,,,,,16.14%,15.38%,17.59%,,,,,,
Chi,CHN,1996,23465788,14333737,21.91,,,,,,,10.94%,12.75%,8.14%,,,,,,
Chi,CHN,1997,23747400,14719861,22.07,,,,,,,1.20%,2.69%,0.73%,,,,,,
Chi,CHN,1998,25671892,15472568,22.84,,,,,,,8.10%,5.11%,3.49%,,,,,,
Chi,CHN,1999,28000956,15208077,23.21,,,,,,,9.07%,-1.71%,1.62%,,,,,,
Chi,CHN,2000,29749708,14823866,24.07,,,,,,,6.25%,-2.53%,3.71%,,,,,,
Chi,CHN,2001,31102502,14403875,23.57,,,,,,,4.55%,-2.83%,-2.08%,,,,,,
Chi,CHN,2002,33160272,14426596,24.66,,,,,,,6.62%,0.16%,4.62%,,,,,,
Chi,CHN,2003,34891716,14598934,25.02,,,,,,,5.22%,1.19%,1.46%,,,,,,
Chi,CHN,2004,37172412,14786243,26.2,,,,,,,6.54%,1.28%,4.72%,,,,,,
Chi,CHN,2005,38943268,14850730,26.68,,,,,,,4.76%,0.44%,1.83%,,,,,,
Chi,CHN,2006,40911092,14995706,27.55,,,,,,,5.05%,0.98%,3.26%,,,,,,
Chi,CHN,2007,42530160,14987636,28.61,,,,,,,3.96%,-0.05%,3.85%,,,,,,
Chi,CHN,2008,44072888,15157263,29.72,,,,,,,3.63%,1.13%,3.88%,,,,,,
Chi,CHN,2009,46062876,15062980,31.18,,,,,,,4.52%,-0.62%,4.91%,,,,,,
Chi,CHN,2010,47789756,15054057,32.16,,,,,,,3.75%,-0.06%,3.14%,,,,,,
Chi,CHN,2011,49147608,15263615,32.86,,,,,,,2.84%,1.39%,2.18%,,,,,,
Chi,CHN,2012,52082584,15446318,34.68,,,,,,,5.97%,1.20%,5.54%,,,,,,
Chi,CHN,2013,55029056,15633567,34.47,,,,,,,5.66%,1.21%,-0.61%,,,,,,
Chi,CHN,2014,57320504,16363366,35.93,,,,,,,4.16%,4.67%,4.24%,,,,,,
Chi,CHN,2015,59368940,16647935,37.49,,,,,,,3.57%,1.74%,4.34%,,,,,,
Chi,CHN,2016,62318376,16019262,37.96,,,,,,,4.97%,-3.78%,1.25%,,,,,,
Chi,CHN,2017,64358480,15576685,38.17,,,,,,,3.27%,-2.76%,0.55%,,,,,,
Colombia,COL,1970,0,54500,2.54,,,,,,,,,,,,,,,
Colombia,COL,1971,4,37696,1.93,,,,,,,,-30.83%,-24.02%,,,,,,
Colombia,COL,1972,13,110687,5.02,,,,,,,225.00%,193.63%,160.10%,,,,,,
Colombia,COL,1973,18,105282,4.93,,,,,,,38.46%,-4.88%,-1.79%,,,,,,
Colombia,COL,1974,31,62387,3.16,,,,,,,72.22%,-40.74%,-35.90%,,,,,,
Colombia,COL,1975,48,66527,2.91,,,,,,,54.84%,6.64%,-7.91%,,,,,,
Colombia,COL,1976,66,75043,3.28,,,,,,,37.50%,12.80%,12.71%,,,,,,
Colombia,COL,1977,91,63881,3.09,,,,,,,37.88%,-14.87%,-5.79%,,,,,,
Colombia,COL,1978,123,79467,3.8,,,,,,,35.16%,24.40%,22.98%,,,,,,
Colombia,COL,1979,165,63246,3.27,,,,,,,34.15%,-20.41%,-13.95%,,,,,,
Colombia,COL,1980,224,76000,3.69,,,,,,,35.76%,20.17%,12.84%,,,,,,
Colombia,COL,1981,300,94431,4.38,,,,,,,33.93%,24.25%,18.70%,,,,,,
Colombia,COL,1982,400,71042,3.71,,,,,,,33.33%,-24.77%,-15.30%,,,,,,
Colombia,COL,1983,535,57104,2.43,,,,,,,33.75%,-19.62%,-34.50%,,,,,,
Colombia,COL,1984,775,78514,3.59,,,,,,,44.86%,37.49%,47.74%,,,,,,
Colombia,COL,1985,921,70775.32031,3.05,,,,,,,18.84%,-9.86%,-15.04%,,,,,,
Colombia,COL,1986,1171,82474.47656,3.7,,,,,,,27.14%,16.53%,21.31%,,,,,,
Colombia,COL,1987,1618,84450.33594,3.34,,,,,,,38.17%,2.40%,-9.73%,,,,,,
Colombia,COL,1988,3314,104618.3359,3.22,,,,,,,104.82%,23.88%,-3.59%,,,,,,
Colombia,COL,1989,5673,203939.2969,2.75,,,,,,,71.18%,94.94%,-14.60%,,,,,,
Colombia,COL,1990,10455,239286,2.93,,,,,,,84.29%,17.33%,6.55%,,,,,,
Colombia,COL,1991,12267,214522,2.49,,,,,,,17.33%,-10.35%,-15.02%,,,,,,
Colombia,COL,1992,23987,351944,3.05,,,,,,,95.54%,64.06%,22.49%,,,,,,
Colombia,COL,1993,23971,582718.5,3.81,,,,,,,-0.07%,65.57%,24.92%,,,,,,
Colombia,COL,1994,25652,636269.5,2.99,,,,,,,7.01%,9.19%,-21.52%,,,,,,
Colombia,COL,1995,36630,959539,4.75,,,,,,,42.80%,50.81%,58.86%,,,,,,
Colombia,COL,1996,29990,786621,4.8,,,,,,,-18.13%,-18.02%,1.05%,,,,,,
Colombia,COL,1997,43710,600760,5.08,,,,,,,45.75%,-23.63%,5.83%,,,,,,
Colombia,COL,1998,45933,805005,5.07,,,,,,,5.09%,34.00%,-0.20%,,,,,,
Colombia,COL,1999,52947,898882,4.37,,,,,,,15.27%,11.66%,-13.81%,,,,,,
Colombia,COL,2000,61786,969264,4.84,,,,,,,16.69%,7.83%,10.76%,,,,,,
Colombia,COL,2001,57660,850577,5.19,,,,,,,-6.68%,-12.25%,7.23%,,,,,,
Colombia,COL,2002,57160,665378,5.12,,,,,,,-0.87%,-21.77%,-1.35%,,,,,,
Colombia,COL,2003,60895,685996,5.48,,,,,,,6.53%,3.10%,7.03%,,,,,,
Colombia,COL,2004,60072,724563,5.19,,,,,,,-1.35%,5.62%,-5.29%,,,,,,
Colombia,COL,2005,61000,723088,5.7,,,,,,,1.54%,-0.20%,9.83%,,,,,,
Colombia,COL,2006,70132,1078727,5.96,,,,,,,14.97%,49.18%,4.56%,,,,,,
Colombia,COL,2007,66565,794967,6.05,,,,,,,-5.09%,-26.31%,1.51%,,,,,,
Colombia,COL,2008,68200,645653,5.52,,,,,,,2.46%,-18.78%,-8.76%,,,,,,
Colombia,COL,2009,80623,511846,5.52,,,,,,,18.22%,-20.72%,0.00%,,,,,,
Colombia,COL,2010,80367,728933,5.55,,,,,,,-0.32%,42.41%,0.54%,,,,,,
Colombia,COL,2011,83681,727586,5.97,,,,,,,4.12%,-0.18%,7.57%,,,,,,
Colombia,COL,2012,89654,701721,6.31,,,,,,,7.14%,-3.55%,5.70%,,,,,,
Colombia,COL,2013,89398,928327,6.23,,,,,,,-0.29%,32.29%,-1.27%,,,,,,
Colombia,COL,2014,92002,831987,7.49,,,,,,,2.91%,-10.38%,20.22%,,,,,,
Colombia,COL,2015,95857,599246,7.37,,,,,,,4.19%,-27.97%,-1.60%,,,,,,
Colombia,COL,2016,106685,439986,7.27,,,,,,,11.30%,-26.58%,-1.36%,,,,,,
Colombia,COL,2017,118485,401284,7.16,,,,,,,11.06%,-8.80%,-1.51%,,,,,,
Congo,COG,1970,0,14399,21.58,,,,,,,,,,,,,,,
Congo,COG,1971,0,16010,19.94,,,,,,,,11.19%,-7.60%,,,,,,
Congo,COG,1972,0,24526,27.45,,,,,,,,53.19%,37.66%,,,,,,
Congo,COG,1973,0,22200,22.72,,,,,,,,-9.48%,-17.23%,,,,,,
Congo,COG,1974,0,23718,19.36,,,,,,,,6.84%,-14.79%,,,,,,
Congo,COG,1975,0,23103,24.14,,,,,,,,-2.59%,24.69%,,,,,,
Congo,COG,1976,0,26869,23.77,,,,,,,,16.30%,-1.53%,,,,,,
Congo,COG,1977,0,24364,20.98,,,,,,,,-9.32%,-11.74%,,,,,,
Congo,COG,1978,0,26297,26.85,,,,,,,,7.93%,27.98%,,,,,,
Congo,COG,1979,0,29630,27.9,,,,,,,,12.67%,3.91%,,,,,,
Congo,COG,1980,0,31965,27.28,,,,,,,,7.88%,-2.22%,,,,,,
Congo,COG,1981,0,29665,25.49,,,,,,,,-7.20%,-6.56%,,,,,,
Congo,COG,1982,0,30835,27.35,,,,,,,,3.94%,7.30%,,,,,,
Congo,COG,1983,48,35207,31.63,,,,,,,,14.18%,15.65%,,,,,,
Congo,COG,1984,47,32807,37.28,,,,,,,-2.08%,-6.82%,17.86%,,,,,,
Congo,COG,1985,61,29878,37.75,,,,,,,29.79%,-8.93%,1.26%,,,,,,
Congo,COG,1986,91,31992,35.33,,,,,,,49.18%,7.08%,-6.41%,,,,,,
Congo,COG,1987,121,38265,34.96,,,,,,,32.97%,19.61%,-1.05%,,,,,,
Congo,COG,1988,177,43143,34.01,,,,,,,46.28%,12.75%,-2.72%,,,,,,
Congo,COG,1989,243,46306,33.45,,,,,,,37.29%,7.33%,-1.65%,,,,,,
Congo,COG,1990,240,48514,33.29,,,,,,,-1.23%,4.77%,-0.48%,,,,,,
Congo,COG,1991,243,45334,31.72,,,,,,,1.25%,-6.55%,-4.72%,,,,,,
Congo,COG,1992,191,39992,30.9,,,,,,,-21.40%,-11.78%,-2.59%,,,,,,
Congo,COG,1993,234,46748,32.16,,,,,,,22.51%,16.89%,4.08%,,,,,,
Congo,COG,1994,121,42664,26.48,,,,,,,-48.29%,-8.74%,-17.66%,,,,,,
Congo,COG,1995,139,45776,22.31,,,,,,,14.88%,7.29%,-15.75%,,,,,,
Congo,COG,1996,106,45473,22.96,,,,,,,-23.74%,-0.66%,2.91%,,,,,,
Congo,COG,1997,99,38082,20.73,,,,,,,-6.60%,-16.25%,-9.71%,,,,,,
Congo,COG,1998,140,42955,20.02,,,,,,,41.41%,12.80%,-3.42%,,,,,,
Congo,COG,1999,190,43509,19.25,,,,,,,35.71%,1.29%,-3.85%,,,,,,
Congo,COG,2000,66,45958,20.03,,,,,,,-65.26%,5.63%,4.05%,,,,,,
Congo,COG,2001,64,48830,23.76,,,,,,,-3.03%,6.25%,18.62%,,,,,,
Congo,COG,2002,68,51927,19.97,,,,,,,6.25%,6.34%,-15.95%,,,,,,
Congo,COG,2003,69,53865,19.72,,,,,,,1.47%,3.73%,-1.25%,,,,,,
Congo,COG,2004,72,57024,23.2,,,,,,,4.35%,5.86%,17.65%,,,,,,
Congo,COG,2005,80,54616,20.55,,,,,,,11.11%,-4.22%,-11.42%,,,,,,
Congo,COG,2006,21,59082,20.09,,,,,,,-73.75%,8.18%,-2.24%,,,,,,
Congo,COG,2007,25,59216,18.86,,,,,,,19.05%,0.23%,-6.12%,,,,,,
Congo,COG,2008,65,54104,21.8,,,,,,,160.00%,-8.63%,15.59%,,,,,,
Congo,COG,2009,56,61218,22.77,,,,,,,-13.85%,13.15%,4.45%,,,,,,
Congo,COG,2010,58,65186,20.34,,,,,,,3.57%,6.48%,-10.67%,,,,,,
Congo,COG,2011,68,73233,23.32,,,,,,,17.24%,12.34%,14.65%,,,,,,
Congo,COG,2012,98,81054,25.24,,,,,,,44.12%,10.68%,8.23%,,,,,,
Congo,COG,2013,119,73117,26.46,,,,,,,21.43%,-9.79%,4.83%,,,,,,
Congo,COG,2014,134,73438,27.93,,,,,,,12.61%,0.44%,5.56%,,,,,,
Congo,COG,2015,153,69242,25.19,,,,,,,14.18%,-5.71%,-9.81%,,,,,,
Congo,COG,2016,177,86748,27.67,,,,,,,15.69%,25.28%,9.85%,,,,,,
Congo,COG,2017,207,94955,29.34,,,,,,,16.95%,9.46%,6.04%,,,,,,
Costa Rica,CRI,1970,0,8100,4.11,,,,,,,,,,,,,,,
Costa Rica,CRI,1971,0,10560,4.89,,,,,,,,30.37%,18.98%,,,,,,
Costa Rica,CRI,1972,0,12550,6.03,,,,,,,,18.84%,23.31%,,,,,,
Costa Rica,CRI,1973,0,12360,5.24,,,,,,,,-1.51%,-13.10%,,,,,,
Costa Rica,CRI,1974,0,15554,5.18,,,,,,,,25.84%,-1.15%,,,,,,
Costa Rica,CRI,1975,2,16172,5.93,,,,,,,,3.97%,14.48%,,,,,,
Costa Rica,CRI,1976,4,14197,4.88,,,,,,,100.00%,-12.21%,-17.71%,,,,,,
Costa Rica,CRI,1977,9,15392,5.31,,,,,,,125.00%,8.42%,8.81%,,,,,,
Costa Rica,CRI,1978,13,22642,9.29,,,,,,,44.44%,47.10%,74.95%,,,,,,
Costa Rica,CRI,1979,19,20766,7.28,,,,,,,46.15%,-8.29%,-21.64%,,,,,,
Costa Rica,CRI,1980,27,16426,6.97,,,,,,,42.11%,-20.90%,-4.26%,,,,,,
Costa Rica,CRI,1981,41,16010,5.31,,,,,,,51.85%,-2.53%,-23.82%,,,,,,
Costa Rica,CRI,1982,58,12567,3.42,,,,,,,41.46%,-21.51%,-35.59%,,,,,,
Costa Rica,CRI,1983,79,11108,3.63,,,,,,,36.21%,-11.61%,6.14%,,,,,,
Costa Rica,CRI,1984,185,16390,5.48,,,,,,,134.18%,47.55%,50.96%,,,,,,
Costa Rica,CRI,1985,106,20383,5.71,,,,,,,-42.70%,24.36%,4.20%,,,,,,
Costa Rica,CRI,1986,106,22951,6.1,,,,,,,0.00%,12.60%,6.83%,,,,,,
Costa Rica,CRI,1987,270,16970,4.55,,,,,,,154.72%,-26.06%,-25.41%,,,,,,
Costa Rica,CRI,1988,399,16670,3.45,,,,,,,47.78%,-1.77%,-24.18%,,,,,,
